front;back
V ou F: A NR-15 determina os procedimentos e metodologia de realização das avaliações quantitativas.;FALSO. A norma determina como interpretar os resultados, não a metodologia. As metodologias são da Fundacentro (NHO) ou normas específicas.
O que é o FPMR e como a desatualização da NR-15 o afeta?;Fator de Proteção Máximo Requerido = concentração/limite de exposição. Limite superdimensionado resulta em FPMR menor e seleção de respirador inadequado.
Qual exemplo demonstra a desatualização da NR-15 em relação à ACGIH?;Tolueno: NR-15 permite 78 ppm, enquanto ACGIH estabelece 20 ppm.
V ou F: A exposição a agentes biológicos para fins de insalubridade na NR-15 é avaliada quantitativamente.;FALSO. É avaliação qualitativa (Anexo 14). Agentes biológicos podem ser avaliados quantitativamente, mas não para fins de insalubridade.
Quais os anexos que tratam de agentes químicos na NR-15?;Anexos 11 (quantitativo com LT), 12 (poeiras minerais - quantitativo) e 13 (qualitativo).
Qual a diferença na caracterização de insalubridade entre os Anexos 11 e 13?;Anexo 11: avaliação quantitativa (precisa ultrapassar limite de tolerância). Anexo 13: avaliação qualitativa (basta a constatação da exposição).
O que o item 15.4.1, 'a', chama de 'medidas de ordem geral'?;São as medidas de prevenção seguindo a hierarquia da NR-1: eliminação, proteção coletiva, medidas administrativas e, por último, EPI.
V ou F: O trabalhador que usa protetor auditivo incorretamente continua protegido contra insalubridade.;FALSO. O uso incorreto descaracteriza a proteção e o adicional de insalubridade passa a ser devido.
Quais aspectos devem ser verificados para considerar o EPI efetivo?;Adequação ao risco, treinamento, uso correto e ininterrupto, teste de vedação, armazenamento, prazo de validade, CA válido, higienização e manutenção.
O que é o CA (Certificado de Aprovação) do EPI?;Documento que atesta a aprovação do EPI pelo MTE. Deve estar dentro da validade para que o equipamento seja considerado efetivo.
V ou F: Na legislação brasileira é permitida a prorrogação da jornada em trabalhos insalubres.;VERDADEIRO. O art. 60 da CLT prevê essa possibilidade, mediante autorização.
Qual instrumento é utilizado para medir a dose de ruído?;Audiodosímetro.
V ou F: O limiar de integração da dose de ruído na prática inicia-se em 85 dB(A).;FALSO. Na prática, inicia-se em 80 dB(A).
Quando a dose diária de exposição ao ruído é superior a 100%, o que significa?;O limite de exposição está excedido, caracterizando insalubridade.
Qual o limite de tolerância para ruído de impacto no circuito 'C' (fast)?;120 dB(C).
Por que existem dois limites de tolerância para ruído de impacto na NR-15?;Razão histórica (1978): a ACGIH recomendava circuito linear, mas o medidor era caro no Brasil. A Fundacentro definiu alternativa com circuito C.
Qual índice é utilizado para avaliação da exposição ao calor na NR-15?;IBUTG (Índice de Bulbo Úmido Termômetro de Globo).
V ou F: O calor é o agente físico que provoca maior variabilidade de efeitos individuais.;VERDADEIRO. Deve-se considerar essa variabilidade ao avaliar grupos de exposição similar.
Quais variáveis influenciam a avaliação de sobrecarga térmica ao calor?;Atividade realizada (taxa metabólica), vestimenta utilizada e condições ambientais (IBUTG: temperatura, velocidade e umidade do ar).
V ou F: Câmaras frigoríficas são consideradas espaços confinados.;FALSO. Não se enquadram no conceito de espaço confinado da NR-33 (item 33.1.2).
Qual o intervalo para repouso de trabalhadores em câmaras frigoríficas conforme o art. 253 da CLT?;Após 1h40min de trabalho contínuo, é assegurado repouso de 20 minutos, computado como trabalho efetivo.
V ou F: Radiações não ionizantes na NR-15 são avaliadas quantitativamente.;FALSO. O Anexo 7 (radiações não ionizantes) utiliza avaliação qualitativa com laudo de inspeção, apesar de existirem limites internacionais.
Qual a principal via de entrada de agentes químicos em toxicologia ocupacional?;Via respiratória (diferente da toxicologia tradicional, onde a principal via é a digestiva).
O que diz o item 2 do Anexo 11 sobre a via de absorção dos agentes químicos?;Todos os limites de tolerância do Quadro 1 são válidos apenas para absorção por via respiratória.
O que é o número CAS de uma substância química?;Identificador numérico único no Chemical Abstract Service, sem significado químico, usado para identificar substâncias inequivocamente.
Quantas amostragens mínimas exige o Anexo 11 para avaliação instantânea de agentes químicos?;Mínimo 10 amostragens por ponto, ao nível respiratório do trabalhador, com intervalo mínimo de 20 minutos entre elas.
V ou F: A NR-15 é atualizada frequentemente para acompanhar a ACGIH.;FALSO. A NR-15 está desatualizada desde 1978, com poucas alterações pontuais, enquanto a ACGIH reavalia limites anualmente.
Quais são os agentes químicos do Anexo 13 avaliados qualitativamente?;Arsênico, Carvão, Chumbo, Cromo, Fósforo, Hidrocarbonetos, Mercúrio, Silicatos, substâncias cancerígenas e outras operações listadas.
V ou F: Iluminação deficiente pode ser causa de insalubridade no Brasil atualmente.;FALSO. Desde a revogação do Anexo 4 em 1990, iluminação deficiente não é mais fator de insalubridade, é tratada como ergonomia (NR-17).
V ou F: O adicional de insalubridade constitui direito adquirido.;FALSO. Eliminada ou neutralizada a insalubridade, cessa o pagamento do adicional.
Qual a relação entre NR-9 e NR-15 quanto a limites de exposição?;Na ausência de limites na NR-15, a NR-9 (item 9.6.1.1) determina uso dos limites da ACGIH como referência para medidas de prevenção (não para caracterizar insalubridade).
O que o art. 190 da CLT determina ao Ministério do Trabalho?;Aprovar o quadro de atividades insalubres, adotar normas sobre critérios de caracterização, limites de tolerância, meios de proteção e tempo máximo de exposição.
Em que ano foi proibido o jateamento com areia seca ou úmida como abrasivo?;2004.
Em que ano foram incluídos limites de tolerância para asbesto na NR-15?;1991.
V ou F: A percepção auditiva humana é linear.;FALSO. É logarítmica, por isso usa-se a escala em decibéis (dB).
Qual NHO da Fundacentro trata da avaliação da exposição ao ruído?;NHO 01 – Avaliação da Exposição Ocupacional ao Ruído (Fundacentro, 2001).
V ou F: É possível cumular adicional de insalubridade com adicional de periculosidade.;Depende da interpretação. A CLT (art. 193, §2º) veda a cumulação, mas há decisões do TST admitindo. Em provas, considerar a regra da CLT: não cumula, opta-se pelo mais vantajoso.
V ou F: Para o Anexo 8 (Vibrações), pode ser necessária avaliação quantitativa para elaboração do laudo.;VERDADEIRO. Embora esteja no grupo do item 15.1.4 (laudo de inspeção), o Anexo 8 pode exigir avaliação quantitativa.
Qual a Convenção da OIT que trata de revisão de critérios e limites de exposição ocupacional?;Convenção OIT 148, que prevê revisão a intervalos regulares conforme novos conhecimentos, incluindo exposição simultânea a vários fatores nocivos.
O que é a Síndrome dos Dedos Brancos (Fenômeno de Raynaud) no contexto ocupacional?;Alteração na microcirculação das extremidades, agravada pela exposição ao frio e uso de ferramentas vibratórias.
V ou F: O Anexo 6 da NR-15 foi baseado nas publicações da ACGIH.;FALSO. Foi baseado nas tabelas de compressão e descompressão da Marinha Americana na 2ª Guerra Mundial.
Quem elabora as Normas de Higiene Ocupacional (NHO) usadas como metodologia de avaliação?;Fundacentro.
V ou F: A insalubridade somente pode ser caracterizada quando enquadrada nos anexos da NR-15.;VERDADEIRO. A Súmula 460 do STF confirma que é necessário enquadramento normativo.
Qual a diferença entre 'nível de ação' e 'limite de tolerância'?;Nível de ação: valor que obriga medidas preventivas (ex: audiometria). Limite de tolerância: valor acima do qual há insalubridade.
V ou F: Máquinas de corte de rochas ornamentais devem ter sistema de umidificação desde 2008.;VERDADEIRO. Inclusão obrigatória para minimizar/eliminar geração de poeira.
