front;back
V ou F: O nomeado da CIPA fica impedido de integrar a CIPA quando esta for constituída.;FALSO. A nomeação não impede o ingresso na CIPA, seja como representante do empregador ou dos empregados.
Qual a principal atribuição da CIPA em relação ao PGR?;Acompanhar o processo de identificação de perigos e avaliação de riscos, bem como a adoção de medidas de prevenção (acompanhamento participativo).
O que a CIPA deve registrar sobre a percepção dos trabalhadores?;A percepção dos riscos nos ambientes de trabalho, com assessoria do SESMT (onde houver), podendo usar Mapa de Riscos ou outra ferramenta.
V ou F: O Mapa de Riscos é a única ferramenta permitida para registrar a percepção dos trabalhadores.;FALSO. Pode ser Mapa de Riscos ou qualquer outra técnica/ferramenta apropriada, a critério da comissão.
O que deve conter o plano de trabalho da CIPA?;Ações a serem realizadas, metas, cronograma de execução e estratégia de ação.
Qual atribuição da CIPA em relação a acidentes de trabalho?;Acompanhar a análise dos acidentes e doenças relacionadas ao trabalho e propor medidas para solução dos problemas identificados.
A CIPA pode requisitar informações à organização?;Sim, pode requisitar (não é mera solicitação) informações sobre SST, incluindo as CATs emitidas, resguardados sigilo médico e informações pessoais.
O que é a SIPAT e quem a promove?;Semana Interna de Prevenção de Acidentes do Trabalho, promovida anualmente pela CIPA em conjunto com o SESMT (onde houver).
V ou F: A SIPAT deve ser promovida semestralmente.;FALSO. A SIPAT deve ser promovida anualmente.
Qual a relação da CIPA com o tema assédio?;Deve incluir temas referentes à prevenção e combate ao assédio sexual e outras formas de violência no trabalho em suas atividades e práticas.
Qual a atribuição da CIPA sobre condições de trabalho?;Verificar os ambientes e condições de trabalho visando identificar situações de risco para a SST dos trabalhadores.
O que a CIPA pode propor ao SESMT sobre risco grave e iminente?;A análise das condições de trabalho com risco grave e iminente e, se for o caso, a interrupção das atividades até adoção de medidas corretivas.
V ou F: A CIPA pode requisitar a paralisação imediata obrigatória ao SESMT.;FALSO. É uma solicitação (proposta), não requisição de atendimento obrigatório, pois a relação CIPA-SESMT é de colaboração, não hierárquica.
Qual o dever dos trabalhadores em relação à CIPA?;Indicar à CIPA, ao SESMT e à organização situações de riscos e apresentar sugestões para melhoria das condições de trabalho.
Qual o dever da organização em relação à CIPA?;Proporcionar meios necessários, garantir tempo suficiente para o plano de trabalho, permitir colaboração dos trabalhadores e fornecer informações requisitadas.
Quais vedações se aplicam à organização em relação ao membro ELEITO da CIPA?;Vedada: (a) alteração de atividades que prejudique o exercício de atribuições, (b) transferência para outro estabelecimento sem anuência (com exceções legais).
V ou F: As vedações (transferência, alteração de atividades) se aplicam a todos os membros da CIPA.;FALSO. As vedações se aplicam apenas ao membro eleito (representante dos empregados), não ao designado pelo empregador.
Quando o cipeiro eleito pode ser transferido sem sua anuência?;Quando exerce cargo de confiança, quando há cláusula contratual de transferência com real necessidade de serviço, ou na extinção do estabelecimento.
Quem possui estabilidade (garantia de emprego) na CIPA?;O empregado eleito para cargo de direção da CIPA (representante dos empregados), desde o registro da candidatura até 1 ano após o final do mandato.
V ou F: O membro designado pelo empregador tem estabilidade na CIPA.;FALSO. A estabilidade é garantida apenas ao membro eleito (representante dos empregados).
Qual o período da estabilidade do cipeiro eleito?;Desde o registro da candidatura até um ano após o final do mandato.
V ou F: A estabilidade do cipeiro é contra dispensa arbitrária ou sem justa causa.;VERDADEIRO. É vedada a dispensa arbitrária ou sem justa causa, dispensa por justa causa é permitida.
Qual a duração do mandato da CIPA?;O mandato tem duração de um ano, sendo permitida uma reeleição.
V ou F: O mandato da CIPA é de dois anos.;FALSO. O mandato é de um ano, permitida uma reeleição.
V ou F: É permitida mais de uma reeleição para membros da CIPA.;FALSO. É permitida apenas uma reeleição consecutiva.
Qual o critério de desempate na eleição da CIPA?;Assume o cargo o candidato com maior tempo de serviço no estabelecimento (não na empresa, e não o mais velho).
V ou F: No desempate da CIPA, assume o candidato mais velho.;FALSO. Assume o que tem maior tempo de serviço no estabelecimento.
V ou F: O critério de desempate da CIPA considera o tempo de serviço na empresa.;FALSO. Considera o tempo de serviço no estabelecimento (filial/unidade), não na empresa como um todo.
Em que ordem os candidatos eleitos preenchem as vagas de representante dos empregados?;Ordem decrescente dos votos recebidos, conforme quantitativo do Quadro I.
V ou F: Os membros da CIPA devem receber treinamento específico.;VERDADEIRO. Todos os membros (titulares e suplentes, de ambas representações) devem receber treinamento com conteúdo programático específico.
Qual a carga horária mínima do treinamento da CIPA?;20 horas, distribuídas em no máximo 8 horas diárias, realizadas durante o expediente normal.
Quando o treinamento da CIPA deve ser realizado?;Antes da posse dos membros. No caso de primeiro mandato, no prazo máximo de 30 dias a partir da data da posse.
Quem custeia o treinamento dos membros da CIPA?;A organização (empregador).
Cite 3 temas obrigatórios do treinamento da CIPA.;Estudo do ambiente e condições de trabalho, metodologia de investigação de acidentes, prevenção e combate ao assédio sexual e violência no trabalho.
V ou F: Metodologia de investigação de acidentes faz parte do treinamento da CIPA.;VERDADEIRO. É conteúdo obrigatório do treinamento dos membros da CIPA.
V ou F: Prevenção ao assédio é tema obrigatório no treinamento da CIPA.;VERDADEIRO. A NR5 exige inclusão de prevenção e combate ao assédio sexual e violência no trabalho.
Quem preside a CIPA?;O presidente é designado pela organização (empregador), dentre os seus representantes titulares.
Quem é o vice-presidente da CIPA?;É eleito pelos representantes dos empregados, dentre os seus titulares.
V ou F: O presidente da CIPA é eleito pelos empregados.;FALSO. O presidente é designado pelo empregador, o vice-presidente é eleito pelos empregados.
Quem substitui o presidente da CIPA em seus impedimentos?;O vice-presidente.
Qual a periodicidade das reuniões ordinárias da CIPA?;Mensais, durante o expediente normal, em local apropriado, com calendário anual preestabelecido.
V ou F: As reuniões ordinárias da CIPA são bimestrais.;FALSO. São mensais.
Quando deve ser realizada reunião extraordinária da CIPA?;Em caso de denúncia de situação de risco grave e iminente, ocorrência de acidente grave ou fatal, ou por solicitação de qualquer representação.
Qual o quórum mínimo para instalação de reunião da CIPA?;Maioria simples dos membros titulares (mais da metade).
V ou F: As decisões da CIPA são tomadas por unanimidade.;FALSO. As decisões são tomadas por maioria simples dos presentes.
O que acontece quando não houver consenso nas decisões da CIPA?;A decisão é tomada por maioria simples, com o voto do presidente sendo de qualidade (desempate).
O membro titular que faltar a mais de quantas reuniões perde o mandato?;Mais de 4 reuniões ordinárias sem justificativa → perda automática do mandato.
V ou F: O suplente assume automaticamente quando o titular perde o mandato por faltas.;VERDADEIRO. O suplente assume em caráter definitivo.
Qual o prazo para a organização convocar eleição da CIPA?;No prazo mínimo de 60 dias antes do término do mandato em curso.
Qual o prazo mínimo para inscrição de candidatos à CIPA?;15 dias, contados a partir da data do edital de convocação.
V ou F: A eleição da CIPA pode ser realizada fora do expediente normal.;FALSO. Deve ser realizada durante o expediente normal, em dia normal de trabalho.
Qual o prazo para a apuração dos votos da eleição da CIPA?;Logo após o término da eleição, em horário normal de trabalho, com acompanhamento de representante do empregador e dos empregados.
V ou F: A eleição da CIPA é por voto secreto.;VERDADEIRO. A votação é por escrutínio (voto) secreto.
V ou F: Havendo participação inferior a 50% dos empregados na votação, a eleição deve ser anulada.;VERDADEIRO. Havendo participação inferior a 50%, não há apuração e nova eleição deve ser convocada no prazo de 5 dias.
Qual o prazo para convocar nova eleição se a participação for inferior a 50%?;5 dias a partir da constatação da participação insuficiente.
O que é a Comissão Eleitoral da CIPA?;Comissão constituída pela CIPA em exercício (no mínimo 2 membros) para organizar e acompanhar o processo eleitoral.
V ou F: A posse da nova CIPA deve ocorrer no primeiro dia útil após o término do mandato anterior.;VERDADEIRO. A posse ocorre no primeiro dia útil seguinte ao término do mandato anterior.
V ou F: Qualquer empregado pode se candidatar à CIPA.;VERDADEIRO. Qualquer empregado do estabelecimento pode se inscrever, independentemente do setor ou cargo.
Quais CIPAs setoriais existem e em que NRs estão previstas?;CIPAMIN (NR22 - Mineração), CIPATP (NR29 - Portuário), NR30 (Aquaviário), CIPATR (NR31 - Rural), CIPLAT (NR37 - Plataformas).
V ou F: Em caso de conflito entre NR5 e norma setorial, prevalece a NR5.;FALSO. Prevalece a norma setorial. A NR5 se aplica subsidiariamente nos casos de omissão.
V ou F: A NR5 se aplica subsidiariamente ao trabalho rural (NR31).;FALSO. No trabalho rural, a NR5 não se aplica nem subsidiariamente, pois a NR31 não faz remissão expressa à NR5.
Quantas condições simultâneas são necessárias para o empregador nomear o representante (nomeado)?;Duas: (1) estabelecimento não se enquadra no Quadro I, E (2) não é atendido por SESMT.
V ou F: Os suplentes da CIPA também devem receber treinamento.;VERDADEIRO. Membros titulares e suplentes de ambas representações devem receber treinamento.
Qual a relação entre CIPA e SESMT?;Relação de colaboração, não hierárquica. O SESMT assessora a CIPA em questões técnicas.
V ou F: A CIPA deve participar da implementação do PCMSO.;VERDADEIRO. A CIPA deve participar do desenvolvimento e implementação de programas de SST como PCMSO, PGR e PPR.
Quando a CIPA identifica risco grave e iminente, o que pode fazer?;Propor ao SESMT ou à organização a análise e, se for o caso, a interrupção das atividades até adoção de medidas corretivas (direito de recusa - NR1 item 1.4.3).
V ou F: O Mapa de Riscos é obrigatoriamente elaborado pela CIPA.;FALSO. O registro da percepção dos riscos pode ser feito por Mapa de Riscos OU qualquer outra técnica, a critério da comissão.
V ou F: A verificação dos ambientes de trabalho pela CIPA tem periodicidade definida na NR5.;FALSO. No silêncio da norma, cabe à própria CIPA determinar a periodicidade das inspeções.
Quem é responsável pela análise de acidentes de trabalho?;A organização (nos termos da NR1). A CIPA acompanha essa análise e propõe medidas corretivas.
Qual o decreto-lei que originou a obrigatoriedade da CIPA no Brasil?;Decreto-lei 7.036, de 10/11/1944 (hoje revogado). A CIPA existe há mais de 70 anos na legislação brasileira.
V ou F: A CIPA pode requisitar as CATs emitidas pela organização.;VERDADEIRO. Pode requisitar as CATs, resguardados o sigilo médico e as informações pessoais.
Qual a diferença entre 'requisitar' e 'propor' nas atribuições da CIPA?;Requisitar = a organização DEVE atender (ex: informações sobre SST). Propor = é solicitação que pode ou não ser atendida (ex: análise de risco grave ao SESMT).
O que é 'condições de trabalho' segundo a NR17, para fins de verificação pela CIPA?;Inclui: levantamento/transporte de materiais, mobiliário, máquinas/equipamentos/ferramentas, conforto ambiental e organização do trabalho.
V ou F: A estabilidade do cipeiro eleito impede sua dispensa por justa causa.;FALSO. A vedação é apenas à dispensa arbitrária ou sem justa causa, pode ser dispensado por justa causa.
Qual a composição mínima da Comissão Eleitoral?;No mínimo 2 membros da CIPA em exercício.
V ou F: O presidente da CIPA tem voto de qualidade.;VERDADEIRO. Em caso de empate nas votações, o presidente tem voto de qualidade (voto de desempate).
Quais documentos devem ser guardados pela organização sobre a CIPA?;Atas de eleição, posse e reuniões, calendário anual das reuniões, e toda documentação relativa ao processo eleitoral.
V ou F: A CIPA deve elaborar plano de trabalho com ações preventivas.;VERDADEIRO. Elaborar e acompanhar plano de trabalho que possibilite ação preventiva em SST.
O que ocorre com o suplente que assume definitivamente na CIPA?;O suplente assume as atribuições do titular, inclusive a estabilidade (se for representante dos empregados), pelo restante do mandato.
V ou F: Empregados de empresa terceirizada participam da CIPA da contratante.;FALSO. Cada estabelecimento constitui sua própria CIPA, terceirizados compõem a CIPA de sua empresa empregadora.
V ou F: A organização pode negociar coletivamente mecanismos de participação alternativos quando há nomeado.;VERDADEIRO. Quando há nomeado, podem ser adotados mecanismos de participação dos empregados por meio de negociação coletiva.
Quais os 4 graus de risco existentes para dimensionamento da CIPA?;Graus de risco 1, 2, 3 e 4, classificados conforme a atividade econômica principal (CNAE).
V ou F: Estabelecimento com até 19 empregados e grau de risco 1 está obrigado a constituir CIPA.;FALSO. Estabelecimentos com 0-19 empregados em qualquer grau de risco não estão obrigados pelo Quadro I.
O que acontece quando o treinamento não pode ser realizado antes da posse?;No caso de primeiro mandato, deve ser realizado no prazo máximo de 30 dias a partir da data da posse.
V ou F: A SIPAT é organizada exclusivamente pelo SESMT.;FALSO. É promovida pela CIPA em conjunto com o SESMT (onde houver). A programação é definida pela própria comissão.
