front;back
V ou F: É permitido bater, arrastar ou rolar recipientes de explosivos.;Falso. É proibido bater, arrastar, rolar ou jogar os recipientes de explosivos.
O que deve ser feito antes de descarregar materiais explosivos?;O local previsto para armazená-los deve ser examinado.
Que tipo de iluminação é proibido nos locais de embarque e desembarque de explosivos?;Qualquer sistema de iluminação que não seja específico para áreas classificadas, além de fósforos, isqueiros, dispositivos e ferramentas capazes de produzir chama ou centelha.
Em regra, quando devem ser feitos os serviços de carga e descarga de explosivos?;Durante o dia e com tempo sem ocorrência de intempéries, salvo casos especiais de acordo com a análise de riscos.
Que iluminação pode ser usada para carregar/descarregar explosivos à noite?;Somente lanternas e holofotes elétricos específicos para áreas classificadas.
Em que tipo de veículo deve ser realizado o transporte de explosivos no território nacional?;Veículo de carroceria fechada tipo baú ou equipamento tipo contêiner.
Quais sistemas de comunicação e rastreamento devem ter os veículos de transporte de explosivos?;Comunicação eficaz com a organização responsável e sistema de rastreamento em tempo real por GPS.
O que são os dispositivos de intervenção remota nos veículos de transporte de explosivos?;Dispositivos que permitem o controle e bloqueio de abertura das portas remotamente.
O que é o botão de pânico exigido nos veículos de transporte de explosivos?;Botão com ligação direta com a organização responsável pelo transporte, para uso em situações de emergência.
Cite os 4 requisitos obrigatórios dos veículos de transporte de explosivos.;Comunicação eficaz, rastreamento GPS em tempo real, dispositivos de intervenção remota para bloqueio de portas, e botão de pânico.
Quais são os fatores considerados na capacidade de armazenamento de depósitos de explosivos?;Dimensões das embalagens, altura máxima de empilhamento, ocupação máxima de 60% da área e distância mínima de 70 cm entre teto e topo do empilhamento.
V ou F: A NR 19 permite depósitos temporários de explosivos em construções não específicas.;Falso. Os depósitos devem ser construídos para esta finalidade, independentemente se a armazenagem é permanente ou temporária.
O que deve conter o terreno das fábricas de explosivos além da cerca?;Separação entre os locais de fabricação, armazenagem e administração.
V ou F: Os locais de fabricação de explosivos devem ser adequadamente arejados.;Verdadeiro.
V ou F: A fabricação de explosivos em vilas ou povoados é permitida se houver autorização do Exército.;Falso. É proibida a fabricação no perímetro urbano de cidades, vilas ou povoados, sem exceção na NR 19.
Quais são as proibições relativas ao manuseio de explosivos? (cite 4);Usar ferramentas que gerem centelha, fumar, usar calçados com peças metálicas externas, e manter objetos sem relação com a atividade.
V ou F: A NR 19 exige que o PGR considere fatores de risco de incêndio e explosão.;Verdadeiro. O PGR deve contemplar os fatores de risco de incêndios e explosão e as respectivas medidas de prevenção.
V ou F: As atividades de encartuchamento podem ter até 6 trabalhadores no local.;Falso. Não podem ter mais de quatro trabalhadores ao mesmo tempo.
Qual o tipo de terreno exigido para construção de depósitos de explosivos?;Terreno firme, seco e a salvo de inundações.
V ou F: A NR 19 permite o uso de fósforos nos locais de transporte de explosivos em caso de emergência.;Falso. É proibido o uso de fósforos, isqueiros e qualquer dispositivo capaz de produzir chama ou centelha.
Qual é a exceção ao transporte em carroceria fechada tipo baú ou contêiner?;Os transportes associados a operações de canhoneio.
V ou F: Somente trabalhadores capacitados nos termos da NR 1 podem supervisionar embarque e desembarque de explosivos.;Verdadeiro. Devem ser capacitados nos termos da NR 1, sob responsabilidade do responsável técnico ou profissional habilitado em segurança do trabalho.
O material explosivo no veículo deve ser disposto de modo a prover o quê?;Segurança e facilitar a inspeção.
V ou F: As instalações elétricas de depósitos de explosivos seguem padrão residencial comum.;Falso. Devem ser específicas para áreas classificadas.
V ou F: A Portaria 147 – COLOG determina gravação do monitoramento por no mínimo 30 dias.;Verdadeiro.
Por que o intervalo entre paredes duplas dos paióis permanentes deve ter no mínimo 50 cm?;Para funcionar como isolamento térmico e amortecimento em caso de explosão, reduzindo a propagação de calor e pressão.
V ou F: Depósitos de explosivos dispensam sinalização externa se possuírem monitoramento eletrônico.;Falso. A sinalização externa adequada é obrigatória independentemente do monitoramento.
Quais normas devem ser observadas no armazenamento quanto à compatibilidade entre produtos?;As regras do Anexo 3 da NR 19 (Grupos de incompatibilidade).
V ou F: A barricada pode ser natural ou artificial.;Verdadeiro. Pode ser barreira natural ou artificial, desde que de uso aprovado e com tipo, dimensões e construção adequados.
Qual o percentual máximo de área que pode ser ocupado no depósito de explosivos e por quê?;60%, para permitir a circulação do pessoal no interior do depósito e o afastamento das caixas das paredes.
O que acontece com as quantidades de explosivos quando depósitos são considerados construção única?;As quantidades correspondem à soma das quantidades estocadas em cada um dos depósitos.
V ou F: É permitido transportar explosivos em veículos de carroceria aberta.;Falso. O transporte deve ser em veículo de carroceria fechada tipo baú ou contêiner.
V ou F: Os locais de fabricação de explosivos devem ser mantidos em perfeito estado de conservação.;Verdadeiro.
V ou F: O responsável técnico da NR 19 pode ser qualquer engenheiro.;Falso. Deve ser profissional legalmente habilitado da área de química.
Qual a função do sistema de rastreamento GPS nos veículos de transporte de explosivos?;Permitir a localização do veículo em tempo real.
Em que consiste a decomposição de um explosivo quando iniciado?;Decomposição muito rápida, com grande liberação de calor e desenvolvimento súbito de pressão.
