front;back
Qual a velocidade do ar recomendada pela NR-17?;Não superior a 0,75 m/s.
Qual a umidade relativa do ar mínima recomendada pela NR-17?;Não inferior a 40%.
Qual método é usado para avaliação de conforto térmico na NR-17?;Método Fanger (ISO 7730:2005), baseado nos índices PMV (Predicted Mean Vote) e PPD (Predicted Percentage Dissatisfied).
Qual o nível de ruído aceitável para conforto acústico em atividades com solicitação intelectual?;Até 65 dB(A).
Qual norma substituiu a Resolução 9 da ANVISA sobre qualidade do ar interior?;ABNT NBR 17037:2023.
V ou F: Critérios de conforto térmico, visual e acústico da NR-17 constituem agente físico para a NR-9.;Falso. Apesar de luz, calor e ruído serem tecnicamente agentes físicos, os critérios de conforto da NR-17 não se enquadram na NR-9.
O que é trabalho em turno?;Organização do trabalho em que equipes se revezam em horários diferentes para manter operação contínua ou estendida.
Quais riscos o trabalho em turnos pode trazer?;Distúrbios do sono, fadiga crônica, problemas gastrointestinais, cardiovasculares e aumento do risco de câncer (IARC).
V ou F: Trabalho noturno pode aumentar o risco de câncer.;Verdadeiro. A IARC classificou o trabalho noturno em turnos como provavelmente carcinogênico (Grupo 2A).
O que é o Anexo II da NR-17?;Disposições sobre trabalho em teleatendimento/telemarketing, com regras específicas de jornada, pausas, mobiliário e organização.
Qual a jornada máxima para operadores de teleatendimento?;6 horas diárias, incluindo pausas, com jornada semanal de 36 horas.
Quais pausas são obrigatórias para operadores de teleatendimento?;Duas pausas de 10 minutos e uma pausa de 20 minutos para refeição/lanche, dentro da jornada de 6h.
V ou F: As pausas de teleatendimento podem ser suprimidas pela empresa.;Falso. São obrigatórias e não podem ser suprimidas, devendo constar em quadro acessível.
Qual profissional é responsável pela AET?;Ergonomista (CBO 2149-50, incluída na Classificação Brasileira de Ocupações em maio de 2024).
O que deve considerar o posto de trabalho segundo a NR-17?;Altura e características do assento, superfície de trabalho, espaço para movimentação e posicionamento de equipamentos.
V ou F: Todo trabalho sentado exige apoio para os pés.;Não obrigatoriamente. Deve ser fornecido quando o trabalhador não alcançar o piso com os pés, após regulagem da cadeira.
Quais características deve ter o assento de trabalho?;Altura ajustável, pouca ou nenhuma conformação na base, borda frontal arredondada, encosto com forma adaptada ao corpo.
V ou F: O trabalho pode ser executado exclusivamente em pé.;Não deve ser permanentemente em pé. A NR-17 determina que assentos devem estar disponíveis para uso em pausas.
Quais são os fatores de risco ergonômico relacionados ao levantamento de cargas?;Peso da carga, frequência, distância de pega, altura inicial e final, geometria e qualidade da pega.
V ou F: A NR-17 se aplica ao levantamento e movimentação de pessoas.;Falso. O item sobre levantamento, transporte e descarga individual de cargas não se aplica à movimentação de pessoas.
O que é pega pobre?;Quando a qualidade da pega da carga é inadequada, aumentando a força de compressão e o risco de lesão.
V ou F: A NR-17 estabelece peso máximo fixo para levantamento manual.;Falso. A norma não fixa peso máximo único, a avaliação deve considerar múltiplos fatores (peso, frequência, postura, pega etc.).
Qual é o limite de peso para trabalho de menores (CLT)?;O art. 402 da CLT considera menor o trabalhador de 14 a 18 anos, há restrições específicas para cargas.
O que é sobrecarga biomecânica?;Esforço excessivo sobre o sistema musculoesquelético que excede a capacidade funcional do trabalhador.
V ou F: Elevação de ombro acima de 30° já prejudica a circulação sanguínea.;Verdadeiro. A partir de 30° há compressão dos tendões do ombro, prejudicando a circulação.
O que é o método OCRA?;Occupational Repetitive Actions: avaliação da exposição a fatores de risco de lesão em membros superiores (repetição, força, postura, pausas).
O que é cifose?;Curvatura excessiva da coluna que provoca arqueamento das costas (postura 'corcunda').
O que são exigências cognitivas no trabalho?;Demandas de processamento mental como atenção, memória, tomada de decisão e resolução de problemas que podem afetar a saúde.
V ou F: Todo trabalho tem exigência cognitiva.;Verdadeiro. A preocupação da NR-17 é com exigências de intensidade capaz de comprometer a saúde do trabalhador.
O que é a exigência de 'sorriso na voz'?;Exigência imposta pelas organizações de teleatendimento, considerada carga emocional/afetiva sobre o operador.
Quais aspectos do mobiliário devem ser avaliados na NR-17?;Regulagem de altura, profundidade do assento, apoio de braços, suporte para monitor na altura dos olhos, espaço para pernas.
V ou F: As expressões 'postura correta' e 'postura incorreta' são tecnicamente inadequadas.;Verdadeiro. A postura adotada é a mais funcional diante dos meios disponíveis — não é uma escolha consciente.
O que é conforto acústico para fins da NR-17?;Condição na qual o nível de ruído não interfere na atividade intelectual nem causa desconforto ao trabalhador (até 65 dB(A) para atenção constante).
Qual nível de ruído é aceito em atividades que não exigem solicitação intelectual constante?;Até 65 dB(A) em ambientes com solicitação intelectual, valores diferentes podem ser aceitos nos demais casos, conforme normativa específica.
O que a NR-17 dispõe sobre iluminação?;A iluminação deve ser adequada à natureza da atividade, uniforme, sem ofuscamento, sombras ou contrastes excessivos.
V ou F: A NR-17 trata de vibração.;Verdadeiro. A vibração que causa desconforto é considerada no contexto ergonômico, mesmo quando não atinge níveis adoecedores.
Quais os aspectos organizacionais avaliados na NR-17?;Normas de produção, ritmo de trabalho, exigência de tempo, conteúdo/natureza das tarefas, metas e relações interpessoais.
V ou F: A organização do trabalho pode causar adoecimento.;Verdadeiro. Ritmos excessivos, jornadas prolongadas e pressão por metas podem levar a transtornos musculoesqueléticos e mentais.
O que é pausas para descanso na NR-17?;Interrupções previstas na jornada para recuperação fisiológica, prevenção de fadiga e redução de risco ergonômico.
V ou F: As pausas para descanso na NR-17 são computadas na jornada.;Verdadeiro. As pausas previstas na NR-17 devem ser computadas na duração normal do trabalho efetivo.
O que é alternância de postura?;Possibilidade de o trabalhador alternar entre posição sentada e em pé durante a jornada, reduzindo sobrecarga estática.
V ou F: Trabalho estático é mais fatigante que trabalho dinâmico.;Verdadeiro. A contração muscular estática (postura mantida) gera maior fadiga por comprometer a circulação sanguínea local.
Quais são os fatores de risco para LER/DORT segundo a NR-17?;Repetitividade, força excessiva, posturas inadequadas, compressão mecânica, vibração e fatores organizacionais.
O que é conforto térmico para fins da NR-17?;Condição na qual o trabalhador se sente termicamente satisfeito com o ambiente, sem sensação de frio ou calor excessivos.
V ou F: A organização deve adotar medidas quando houver evidências de associação entre agravos e condições de trabalho.;Verdadeiro. Item 1.5.5.1.1, alínea 'c' da NR-1, aplicável à NR-17.
O que são atividades com processamento eletrônico de dados?;Trabalhos que envolvem uso intensivo de computador/terminais de vídeo, como digitação, programação e entrada de dados.
Qual o tempo máximo de digitação efetiva por hora (Anexo II antigo)?;O conceito de limite de toques por hora foi substituído pela avaliação das condições e organização do trabalho como um todo.
V ou F: É permitido monitorar tempo de pausa no banheiro em telemarketing.;Falso. A NR-17, Anexo II, proíbe mecanismos de monitoração das idas ao banheiro.
O que deve conter o mobiliário dos postos de teleatendimento?;Mesa com regulagem, cadeira ajustável com 5 pés e rodízios, apoio para os pés, headset individual.
V ou F: O headset (conjunto microfone-fone) deve ser individual.;Verdadeiro. Cada operador deve ter seu próprio headset por motivos de higiene.
Qual o ângulo recomendado para posicionamento do monitor?;Borda superior do monitor na altura ou ligeiramente abaixo da linha dos olhos, a uma distância de 50-75 cm.
O que é rodízio de atividades?;Medida administrativa que alterna trabalhadores entre tarefas diferentes para reduzir exposição repetitiva a um mesmo fator de risco.
V ou F: A NR-17 se aplica ao trabalho rural.;Falso. A NR-17 não se aplica diretamente ao trabalho rural (NR-31 tem disposições próprias de ergonomia).
O que são condições ambientais de trabalho na NR-17?;Níveis de ruído, temperatura, velocidade do ar, umidade e iluminação que devem estar adequados para conforto e saúde.
Quem determina as exigências para conforto térmico em situações específicas?;Normativa específica com justificativa técnica de que não haverá prejuízo à segurança ou saúde dos trabalhadores.
O que é carga afetiva no trabalho?;Demanda emocional imposta ao trabalhador (ex: lidar com público hostil, reprimir emoções, manter cordialidade forçada).
V ou F: A NR-17 obriga pausas de 10 minutos a cada 50 minutos de trabalho em digitação.;A norma atual não fixa essa regra exata, as pausas devem ser definidas conforme avaliação ergonômica e organização do trabalho.
O que é o Nota Técnica 06/2012 (DSST/SIT)?;Documento técnico sobre levantamento, transporte e descarga individual de cargas no contexto da NR-17.
Qual norma técnica trata de manipulação manual de cargas?;A NR-17 referencia a NTP 477 (norma espanhola do Centro Nacional de Condiciones de Trabajo).
V ou F: O empregador pode impor cotas de produção sem considerar aspectos ergonômicos.;Falso. Normas de produção devem ser compatíveis com as capacidades psicofisiológicas dos trabalhadores.
Quando a NR-17 determina adoção de medidas de prevenção?;Quando exigências previstas em NRs determinarem, quando a classificação de riscos determinar, quando houver evidência de associação entre agravos e trabalho.
O que é análise de demanda ergonômica?;Primeira etapa da AET que identifica o problema ou necessidade que motivou a análise, considerando queixas e indicadores.
V ou F: A NR-17 aplica-se ao Anexo I para operadores de checkout (caixas de supermercado).;Verdadeiro. O Anexo I traz disposições específicas para postos de checkout.
O que deve ter o posto de checkout?;Assentos adequados, superfície com altura compatível, espaço suficiente para movimentação, condições de alcance e visão.
Qual o peso máximo de produtos no checkout?;Os empregadores devem adotar medidas para que o peso de produtos movimentados manualmente não comprometa a saúde.
V ou F: É proibido exigir que o operador de checkout fique exclusivamente em pé.;Verdadeiro. Deve ser garantida a alternância de postura ou o trabalho sentado.
O que são fatores psicossociais no trabalho?;Aspectos da organização e relações de trabalho que influenciam a saúde mental: autonomia, controle, demandas, suporte social.
V ou F: A NR-17 aborda fatores psicossociais.;Verdadeiro. A organização do trabalho e as relações interpessoais são aspectos avaliados pela NR-17.
Qual a importância da participação dos trabalhadores na NR-17?;Os trabalhadores devem participar do processo de avaliação ergonômica, contribuindo com informações sobre as condições reais de trabalho.
O que é trabalho com predominância de esforço físico?;Atividade na qual a maior exigência é muscular/biomecânica (levantamento de cargas, posturas forçadas, movimentos repetitivos).
V ou F: Adaptações individuais nos postos de trabalho dispensam AEP.;Falso. A AEP é obrigatória para todas as situações de trabalho, independentemente de adaptações pontuais.
O que é a NTP 477?;Norma técnica espanhola sobre condições de manipulação manual de cargas, referenciada no Manual de Aplicação da NR-17.
Qual a relação entre NR-17 e LER/DORT?;A NR-17 visa prevenir LER/DORT ao estabelecer parâmetros para organização do trabalho, mobiliário, equipamentos e condições ambientais.
V ou F: As condições de iluminamento da NR-17 seguem a ABNT NBR 8995-1.;Verdadeiro. A norma técnica de referência para iluminação em ambientes de trabalho internos é a NBR 8995-1.
O que é o Manual de Aplicação da NR-17?;Documento publicado pelo MTE em 2002 que orienta sobre a interpretação e aplicação prática da NR-17.
V ou F: A prorrogação de jornada em teleatendimento é proibida.;Verdadeiro. É vedada a prorrogação da jornada dos operadores de teleatendimento/telemarketing, salvo disposição legal.
Quais mecanismos de controle são proibidos no telemarketing?;Monitoração de tempo no banheiro, aceleração do ritmo por meios eletrônicos, e competição entre operadores como fator de pressão.
V ou F: O empregador pode usar o tempo médio de atendimento como único indicador de produtividade.;Falso. A avaliação de desempenho não pode se basear exclusivamente no tempo médio de atendimento (TMA).
Qual a relação entre NR-17 e NR-1 no contexto do PGR?;Os riscos ergonômicos identificados na AEP devem ser incluídos no inventário de riscos do PGR, com medidas no Plano de Ação.
V ou F: Nível de risco ergonômico é determinado por probabilidade × severidade.;Verdadeiro. Conforme item 1.5.4.4.2 da NR-1: combinação da severidade das possíveis lesões com a probabilidade de ocorrência.
O que são condições de conforto para atividades intelectuais segundo a NR-17?;Temperatura entre 20-23°C, umidade ≥ 40%, velocidade do ar ≤ 0,75 m/s e ruído ≤ 65 dB(A).
V ou F: A NR-17 exige que equipamentos de digitação permitam ajuste pelo trabalhador.;Verdadeiro. Teclados, monitores e demais equipamentos devem permitir ajuste de posição e inclinação.
Quem é Etienne Grandjean?;Autor do Manual de Ergonomia: adaptando o trabalho ao homem — referência clássica em ergonomia aplicada ao trabalho.
