front;back
V ou F: A mineração subterrânea requer sistema de ventilação.;Verdadeiro. A ventilação é fundamental para controle de gases, poeiras e temperatura no subsolo.
O que são processos umidificados na mineração?;Uso de água nas operações de perfuração ou corte para evitar dispersão de poeira no ambiente de trabalho.
Quais os riscos biológicos na mineração?;Fungos e bactérias decorrentes de condições de higiene precárias no interior das minas.
V ou F: O custo da mineração subterrânea é geralmente menor que a céu aberto.;Falso. A subterrânea requer infraestrutura mais complexa (ventilação, sustentação etc.) e geralmente tem custos maiores.
O que é beneficiamento primário?;Primeiro tratamento do minério sem alterar sua constituição química: preparação granulométrica, purificação ou enriquecimento.
Quem é o empregador responsável pela aplicação da NR-22 no garimpo?;O Permissionário de Lavra Garimpeira (PLG).
V ou F: A jornada no subsolo pode ser inferior a 6 horas.;Verdadeiro. A autoridade competente pode determinar jornada menor, considerando condições de insalubridade e métodos de trabalho (art. 295, §único CLT).
O que foi o acidente de Mariana (2015)?;Rompimento da barragem de Fundão (Samarco), causando destruição e contaminação ambiental em larga escala.
O que foi o acidente de Brumadinho (2019)?;Rompimento de barragem da Vale, causando centenas de mortes e ampla destruição ambiental.
V ou F: O PLG pode ser uma cooperativa.;Verdadeiro. A permissão de lavra garimpeira pode ser outorgada a cooperativa de garimpeiros autorizada como empresa de mineração.
Qual a finalidade da câmara de refúgio?;Prover e sustentar a vida das pessoas em subsolo durante emergência (incêndio, gases tóxicos) até restabelecimento ou resgate.
V ou F: O metano é o principal gás de risco em minas de carvão.;Verdadeiro. O grisu contém quantidade variável de metano, inflamável e explosivo.
O que determina se a lavra será subterrânea ou a céu aberto?;A quantidade de material estéril sobrejacente ao minério que deve ser removido para possibilitar o acesso.
O que é malha de perfuração no plano de fogo?;O espaçamento entre os furos de detonação, definido no projeto executivo de desmonte de rocha.
V ou F: Os trabalhadores da mineração têm direito de recusa desde 1978.;Falso. O direito de recusa foi incluído na NR-22 em 1999, na revisão da norma.
Qual órgão regulava a atividade minerária antes da ANM?;O Departamento Nacional de Produção Mineral (DNPM), autarquia vinculada ao Ministério das Minas e Energia.
O que são transportadores contínuos na mineração?;Equipamentos como correias transportadoras utilizados para movimentação contínua de minério e estéril.
V ou F: A NR-22 abrange pesquisa mineral.;Verdadeiro. Pesquisa mineral está expressamente incluída no escopo de aplicação da norma.
Quem executa os trabalhos de pesquisa mineral?;Devem ser executados sob responsabilidade de engenheiro de minas ou geólogo legalmente habilitado.
O que são áreas de vivência na mineração?;Instalações para alimentação, higiene pessoal, descanso e lazer dos trabalhadores, alteradas após Brumadinho (2019).
O que é maciço rochoso?;Formação geológica constituída por conjuntos de rochas variadas, formando blocos limitados por descontinuidades.
V ou F: A mina inclui apenas a área de extração.;Falso. Mina inclui toda máquina, equipamento, instalação, edifícios, depósitos, pilhas, bacias e barragens utilizados na operação.
O que são piores formas de trabalho infantil no contexto da mineração?;O Decreto 6.481/2008 classifica a atividade em minas como proibida para menores de 18 anos por ser uma das piores formas de trabalho infantil.
Qual a função da leira nas estradas de mina?;Evitar o risco de queda de veículos nas margens de bancadas e estradas da mina.
V ou F: O PGR é obrigatório na mineração desde 1999.;Verdadeiro. Foi incluído como obrigatório na revisão da NR-22 em 1999.
V ou F: O uso de scaler elimina todos os riscos do abatimento de choco.;Falso. Reduz o esforço físico, mas não elimina o risco de desmoronamento nem a exposição a agentes nocivos.
O que são bancadas na mineração a céu aberto?;Degraus escavados no terreno que formam a geometria da cava, por onde transitam veículos e são realizadas operações.
Quais os tipos de radiação relevantes na mineração?;Ionizantes (minas de urânio, equipamentos radioativos), não ionizantes — infravermelho (solda/corte) e ultravioleta (radiação solar).
V ou F: Vibrações são risco físico relevante na mineração.;Verdadeiro. Marteletes pneumáticos e lixadeiras são fontes de vibração na mineração.
Qual a Portaria que incluiu disposições sobre barragens na NR-22?;Portaria 1.085/2018, em função do acidente de Mariana (2015).
O que é mina?;Área (superfície ou subsolo) onde se desenvolvem operações de aproveitamento industrial da jazida, incluindo beneficiamento e toda infraestrutura.
