front;back
O que é avaliação prévia na NR 35?;Avaliação realizada no local de trabalho para identificação e antecipação de eventos indesejáveis não previstos nas análises de risco, em função de situações específicas.
O que é suspensão inerte no trabalho em altura?;Condição em que o trabalhador, após a queda, permanece suspenso pelo cinto de segurança. Pode causar dificuldade respiratória, trombose e até morte.
V ou F: A gaiola em escada fixa vertical é considerada equipamento de proteção coletiva.;Falso. A gaiola não elimina nem controla o risco de queda, e pode potencializar as consequências e dificultar o resgate.
Quais fatores a Análise de Risco na NR 35 deve considerar além dos riscos de queda?;Local e entorno, isolamento e sinalização, sistemas de ancoragem, condições meteorológicas adversas, e seleção/inspeção dos sistemas de proteção.
V ou F: A sinalização no entorno da área de trabalho em altura é medida de proteção coletiva.;Falso. Sinalização é medida administrativa, apenas adverte sobre riscos, não os elimina.
Quais condições meteorológicas adversas devem ser consideradas na AR do trabalho em altura?;Ventos fortes, chuvas, radiação solar intensa e descargas atmosféricas.
Por quanto tempo a organização deve arquivar a documentação prevista na NR 35?;Período mínimo de 5 anos, exceto se houver disposição específica em outra NR.
Quando a organização deve suspender os trabalhos em altura?;Quando verificar situação ou condição de risco não prevista, cuja eliminação ou neutralização imediata não seja possível.
O que é a sistemática de autorização para trabalho em altura?;Sistema que deve possibilitar, a qualquer momento, a identificação dos trabalhadores que possuem permissão formal para execução do trabalho em altura.
V ou F: A NR 35 se aplica apenas aos trabalhadores diretamente envolvidos no trabalho em altura.;Falso. Aplica-se também aos trabalhadores indiretamente envolvidos, como os que permanecem no entorno.
Qual a responsabilidade da organização em relação a prestadoras de serviço na NR 35?;Adotar providências para acompanhar o cumprimento das medidas de prevenção pelas organizações prestadoras de serviços.
V ou F: O trabalho em altura pode ser iniciado mesmo antes de adotadas todas as medidas de prevenção.;Falso. Só pode iniciar depois de adotadas as medidas de prevenção definidas na norma.
O que é supervisão para trabalho em altura segundo a NR 35?;Ato de promover orientações — presencial, semipresencial ou remota — para a realização segura de trabalho em altura.
O que é trabalhador qualificado segundo a NR 35?;Trabalhador que comprove conclusão de curso específico para sua atividade em instituição reconhecida pelo sistema oficial de ensino.
V ou F: Quedas abaixo de 2 metros não podem causar morte.;Falso. Dependendo das circunstâncias, pode haver risco de morte mesmo em quedas abaixo de 2 metros.
Quais são os anexos da NR 35?;Anexo I — Acesso por Cordas (Tipo 2) e Anexo II — Sistemas de Ancoragem (Tipo 1).
V ou F: No conflito entre o Anexo I e o texto geral da NR 35, prevalece o texto geral.;Falso. O Anexo I é Tipo 2 (situação específica), portanto prevalece sobre o texto geral no que for conflitante.
Qual a diferença entre Anexo Tipo 1 e Tipo 2 nas NRs?;Tipo 1 complementa a parte geral da NR. Tipo 2 dispõe sobre situação específica e prevalece sobre o texto geral em caso de conflito.
V ou F: Isolamento e sinalização no entorno da área de trabalho em altura são medidas administrativas.;Verdadeiro.
O que são riscos adicionais segundo a NR 35?;Todos os demais fatores de risco além dos existentes no trabalho em altura, específicos de cada ambiente ou atividade, que possam afetar a segurança.
Qual a primeira medida a priorizar no planejamento do trabalho em altura?;Evitar o trabalho em altura, verificando se há meio alternativo de execução.
V ou F: A NR 35 exige procedimento operacional para atividades não rotineiras de trabalho em altura.;Falso. O procedimento operacional é exigido para atividades rotineiras. Atividades não rotineiras exigem Permissão de Trabalho.
Qual medida deve ser adotada quando não é possível eliminar o risco de queda?;Medidas que minimizem as consequências da queda, como utilização de proteção individual (cinturão de segurança).
V ou F: A avaliação prévia na NR 35 deve necessariamente ser feita por escrito.;Falso. A avaliação prévia não precisa ser necessariamente na forma escrita.
Quais são os dois parâmetros para determinação do nível de risco no trabalho em altura?;Severidade das possíveis lesões e probabilidade de ocorrência.
O que impacta a magnitude da consequência na queda de altura relacionada à suspensão inerte?;O tempo de resgate após a queda — quanto maior o tempo de suspensão inerte, maior a magnitude da consequência.
V ou F: A NR 33 exige que o espaço confinado identificado receba um código ou número de rastreio.;Verdadeiro. Cada espaço confinado deve ser identificado por código ou número de rastreio conforme cadastro.
V ou F: A NR 33 aplica-se de forma subsidiária às normas setoriais que tratam do mesmo tema.;Verdadeiro, como por exemplo em relação à NR 18.
Cite exemplos de espaços confinados.;Túneis, tanques, secadores, moegas, caldeiras, porões, contêineres, silos e tubulões.
V ou F: Na NR 35, medidas de proteção coletiva que eliminem o risco de queda têm prioridade sobre proteção individual.;Verdadeiro. A hierarquia prevê primeiro eliminar o risco (coletiva) e só depois minimizar consequências (individual).
Quem deve realizar a avaliação prévia das condições no local de trabalho em altura?;O trabalhador ou equipe de trabalho, no local onde a atividade será executada.
V ou F: Os trava-quedas não possuem limitação quanto ao ângulo de utilização.;Falso. A maioria dos trava-quedas possui limitações quanto ao ângulo de utilização, e se não observadas, pode não acionar a trava corretamente.
