front;back
Quando foi publicada a primeira redação da NR 12?;Com a Portaria 3.214/1978.
Quais os tipos de dispositivos de segurança previstos na NR 12?;Comandos elétricos, interfaces de segurança, dispositivos de intertravamento, sensores, válvulas de segurança, dispositivos mecânicos e controladores programáveis.
O que são 'interfaces de segurança'?;Dispositivos responsáveis por monitorar e verificar as interligações entre sinais de entrada e saída dos circuitos de segurança (relés, CLP de segurança etc.).
O que é 'comando bimanual tipo III C'?;Tipo mais exigente: exige atuação síncrona (tempo máximo de 0,5 s entre botões), mantém proteção contra burla e requer nova atuação a cada ciclo.
Qual a função do pedal de acionamento em máquinas?;Dispositivo que permite iniciar o ciclo com o pé, devendo possuir proteção contra acionamento acidental (carenagem) e acessível apenas ao operador.
Os dispositivos de segurança devem ser monitorados (automonitoramento). (V ou F);Verdadeiro. Devem possuir automonitoramento conforme a categoria de segurança requerida.
O que é 'redundância' em sistemas de segurança?;Duplicação de componentes de segurança para que, em caso de falha de um, o outro mantenha a função de segurança (princípio das categorias 3 e 4).
O que é 'válvula de segurança' em circuitos hidráulicos/pneumáticos?;Dispositivo que limita a pressão do sistema ou corta o fluxo em caso de falha, prevenindo movimentos descontrolados.
Máquinas com acionamento repetitivo devem ter proteção contra queda do martelo por gravidade. (V ou F);Verdadeiro. Devem possuir dispositivos que previnam a queda do martelo em caso de falha de energia ou do sistema de comando.
Quem é responsável pela adequação de máquinas usadas à NR 12?;O empregador (proprietário/usuário da máquina), independentemente de quem fabricou.
Máquinas importadas estão isentas do cumprimento da NR 12. (V ou F);Falso. Máquinas importadas devem atender igualmente à NR 12.
O que é 'análise de risco' na NR 12?;Combinação da especificação dos limites da máquina, identificação dos perigos e estimativa de riscos.
O que deve constar na documentação da análise de risco?;Descrição dos perigos identificados, riscos estimados, medidas de proteção adotadas e resultado da apreciação de riscos.
Equipamentos estáticos estão abrangidos pela NR 12. (V ou F);Falso. A norma excluiu expressamente equipamentos estáticos de sua abrangência.
