front;back
Quem pode solicitar a revisão da avaliação de riscos?;Os trabalhadores ou a CIPA, quando houver, mediante solicitação justificada.
Qual a hierarquia das medidas de prevenção na NR-1?;1º Eliminação, 2º Redução/controle (proteção coletiva), 3º Medidas administrativas, 4º EPI.
V ou F: O empregador pode equiparar-se a organizações sem fins lucrativos.;Verdadeiro. Instituições de beneficência, associações recreativas e outras sem fins lucrativos que admitam empregados equiparam-se ao empregador.
Quais são as obrigações do empregador na NR-1?;Cumprir e fazer cumprir as NRs, informar os riscos, elaborar ordens de serviço, implementar medidas de prevenção, constituir SESMT e CIPA quando exigível.
Quais são as obrigações do trabalhador na NR-1?;Cumprir as disposições legais e ordens de serviço, submeter-se a exames médicos, colaborar na aplicação das NRs, usar EPI fornecido.
V ou F: A recusa injustificada do trabalhador em cumprir as NRs constitui ato faltoso.;Verdadeiro. Conforme previsto na NR-1 e CLT.
O que acontece se o trabalhador não usa o EPI fornecido?;Constitui ato faltoso a recusa injustificada, podendo gerar advertência, suspensão ou até justa causa por insubordinação.
Quem deve elaborar o PGR?;A organização (empregador), podendo ser assessorada pelo SESMT quando houver.
O PGR substitui qual documento anterior?;O PPRA (Programa de Prevenção de Riscos Ambientais), que era exigido pela antiga NR-9.
Quais são os documentos que compõem o PGR?;Inventário de Riscos Ocupacionais e Plano de Ação.
V ou F: O MEI com até um empregado está dispensado de elaborar o PGR.;Verdadeiro, desde que não exponha o trabalhador a agentes químicos, físicos ou biológicos conforme critérios da NR-1.
Qual portaria aprovou a última redação significativa da NR-1?;Portaria SEPRT 6.730/2020, com alterações pela Portaria MTP 4.219/2022.
O que é minimizar riscos na NR-1?;Buscar levar os riscos aos menores níveis possíveis, quando a eliminação não é viável.
O que é controlar riscos na NR-1?;Manter os riscos nos níveis atuais, quando todos os esforços de minimização já foram adotados.
Qual a diferença entre antecipação e reconhecimento de riscos?;Antecipação refere-se a riscos futuros (ainda não existentes), reconhecimento refere-se a riscos já presentes no ambiente.
V ou F: A avaliação de riscos se resume à medição quantitativa.;Falso. Envolve também apreciação e julgamento técnico da situação de exposição, levando a decisão de tolerabilidade.
Quem é o responsável técnico pelo treinamento?;Profissional ou trabalhador qualificado, ou profissional legalmente habilitado, responsável pela execução do treinamento.
V ou F: O responsável técnico pelo treinamento pode ser o próprio instrutor.;Verdadeiro, conforme definição do Anexo I da NR-1.
Qual a Convenção da OIT que fundamenta o direito de recusa?;Convenção 155 — Segurança e Saúde dos Trabalhadores, da OIT.
O que é local de trabalho segundo a NR-1?;Área onde são executados os trabalhos.
A NR-1 aplica-se a trabalho rural?;Apenas o Anexo II (EaD) se aplica ao trabalho rural, o restante do texto geral da NR-1 não se aplica (NR-31 tem regras próprias).
V ou F: A SIT pode conhecer recursos em última instância sobre autos de infração.;Verdadeiro. Cabe à SIT conhecer, em última instância, dos recursos voluntários ou de ofício contra decisões regionais.
O que é recurso de ofício em SST?;Recurso interposto pela própria autoridade regional quando julga improcedente um auto de infração, encaminhando à CGR para reexame obrigatório.
Qual o papel do empregador na prevenção segundo a NR-1?;Implementar medidas em todas as fases da atividade para evitar, eliminar, minimizar ou controlar os riscos ocupacionais.
A NR-1 permite treinamento inteiramente a distância?;Sim, desde que atendidos os requisitos do Anexo II e observadas as disposições específicas de cada NR.
V ou F: Toda NR permite treinamento na modalidade EaD.;Falso. A possibilidade de EaD depende de disposição específica de cada NR, algumas exigem parte prática presencial.
Quem define os critérios para aproveitamento de treinamentos?;A NR-1 e as NRs específicas estabelecem os critérios para convalidação ou complementação.
V ou F: Convenções e acordos coletivos podem criar obrigações adicionais de SST.;Verdadeiro. A observância das NRs não desobriga o cumprimento de obrigações oriundas de convenções e acordos coletivos.
Qual artigo da CLT trata das competências das SRTs?;Art. 156 da CLT (que menciona Delegacias Regionais do Trabalho, nomenclatura anterior).
Qual a finalidade do PGR?;Atingir os objetivos de prevenção e gerenciamento dos riscos ocupacionais da organização.
V ou F: O GRO é um documento formal.;Falso. GRO é um processo contínuo e sistemático, o PGR é o documento formal que o materializa.
O que é PNSST?;Política Nacional de Segurança e Saúde no Trabalho, cuja implementação conta com a participação da SIT.
