front;back
O que é o Sistema Elétrico de Potência (SEP)?;Conjunto de instalações e equipamentos destinados à geração, transmissão e distribuição de energia elétrica até a medição, inclusive.
V ou F: Serviços em instalações elétricas energizadas em alta-tensão exigem no mínimo dois trabalhadores.;VERDADEIRO. É proibido trabalho individual, deve haver no mínimo dois trabalhadores, sendo um deles acompanhando as atividades.
O que é alta-tensão (AT) conforme a NR-10?;Tensão superior a 1000 volts em corrente alternada ou 1500 volts em corrente contínua, entre fases ou entre fase e terra.
O que é baixa-tensão (BT) conforme a NR-10?;Tensão superior a 50 V em corrente alternada ou 120 V em corrente contínua, e igual ou inferior a 1000 V CA ou 1500 V CC.
Em caso de acidente com eletricidade, qual a primeira medida a ser adotada?;Desligar a fonte de energia (desenergizar) antes de tocar na vítima, para evitar que o socorrista também sofra choque.
V ou F: A NR-10 exige que os serviços em instalações elétricas sejam precedidos de ordens de serviço específicas.;VERDADEIRO. Devem conter no mínimo: tipo, data, local, referências e procedimentos de trabalho.
O que são procedimentos de trabalho segundo a NR-10?;Instruções de segurança contendo objetivo, campo de aplicação, base técnica, competências, disposições gerais, e medidas de controle específicas para cada tarefa.
V ou F: Todo trabalhador em instalações elétricas deve portar identificação visível.;VERDADEIRO. É obrigatório que os trabalhadores autorizados portem identificação visível e permanente.
Qual documento é obrigatório para empresas que operam no Sistema Elétrico de Potência?;O Prontuário de Instalações Elétricas com conteúdo ampliado (além do básico), incluindo descrição dos procedimentos para emergências e certificações de equipamentos em áreas classificadas.
O que são áreas classificadas no contexto da NR-10?;Locais com potencialidade de ocorrência de atmosfera explosiva, onde equipamentos e materiais elétricos devem possuir certificação específica.
V ou F: O PIE deve conter resultados dos testes de isolação elétrica realizados em EPIs e EPCs.;VERDADEIRO. É item obrigatório do Prontuário de Instalações Elétricas.
V ou F: A NR-10 determina que as instalações elétricas devem ser submetidas a inspeções periódicas.;VERDADEIRO. As instalações devem possuir sistema de proteção e manutenção periódica conforme regulamentações.
Qual a hierarquia correta de medidas de proteção coletiva na NR-10?;1º Desenergização → 2º Tensão de segurança → 3º Outras medidas (isolamento, obstáculos, barreiras, sinalização, seccionamento automático, bloqueio do religamento).
V ou F: A sinalização de segurança é considerada medida de proteção coletiva na NR-10.;VERDADEIRO. A sinalização com placas de advertência e orientação sobre risco elétrico é uma medida de proteção coletiva.
De que depende a intensidade da corrente que percorre o corpo humano durante um choque?;Da resistência oferecida pelo corpo humano (resistência da pele + resistência interna) e da tensão aplicada.
Quais fatores influenciam a resistência da pele ao choque elétrico?;Condição da pele (seca ou molhada), presença de cortes e espessura da pele.
V ou F: A privatização do setor elétrico na década de 1990 contribuiu para a redução dos acidentes com eletricidade.;FALSO. A privatização e a terceirização contribuíram para o aumento significativo dos acidentes, levando à revisão da NR-10.
Quando foi colocado em consulta pública o novo texto da NR-10?;Em outubro de 2002.
V ou F: O Prontuário de Instalações Elétricas pode estar em formato informatizado.;VERDADEIRO. Pode ser pasta, manual, sistema microfilmado ou informatizado, desde que imediatamente acessível.
O que a etapa de manutenção inclui segundo a NR-10?;Diagnóstico, reparação, substituição de partes e peças, e testes.
O que a etapa de operação abrange segundo a NR-10?;Supervisão, controles, ação e acompanhamentos.
