front;back
O que é trabalhador em exposição direta a agrotóxicos?;Aquele que manipula agrotóxicos em qualquer etapa: armazenamento, transporte, preparo, aplicação, descarte ou descontaminação.
O que é trabalhador em exposição indireta a agrotóxicos?;Aquele que não manipula diretamente, mas circula em áreas vizinhas à manipulação ou em áreas recém-tratadas.
O que é área tratada?;Área submetida à aplicação de agrotóxicos e/ou produtos afins.
O que é deriva na aplicação de agrotóxicos?;Fração dos ingredientes ativos que não atinge o alvo, podendo ser levada pelo vento ou evaporada.
O que é atividade itinerante no trabalho rural?;Atividade em contínuo deslocamento, sem ponto de apoio fixo (ex: vaqueiro).
O que é implemento agrícola?;Dispositivo sem força motriz própria, conectado a máquina, para operações como preparo de solo, plantio, colheita, transporte.
O que é roçadeira costal motorizada?;Equipamento mecânico manual acionado por motor, usado para cortar gramíneas e vegetação.
O que é derriçadeira?;Aparelho mecânico manual com motor lateral/costal que vibra varetas para promover queda e colheita de frutos.
V ou F: A descontaminação das vestimentas de agrotóxicos é responsabilidade do trabalhador.;Falso. É responsabilidade do empregador, podendo ser realizada no estabelecimento ou por empresa especializada.
Qual a principal responsabilidade do empregador rural?;Cumprir e fazer cumprir as disposições legais de SST rural, garantindo condições adequadas de trabalho, higiene e conforto.
V ou F: A análise de acidentes que conclui como causa única a ação do trabalhador é considerada infração.;Verdadeiro. A análise deve alcançar aspectos organizacionais e fatores latentes, não apenas o 'ato inseguro'.
Qual a obrigação do empregador rural quanto a instruções de SST?;Fornecer instruções compreensíveis sobre segurança, direitos e obrigações, com orientação e supervisão para trabalho seguro.
Quais informações o empregador rural deve comunicar aos trabalhadores?;Riscos e medidas de prevenção, resultados de exames médicos, resultados de avaliações ambientais.
V ou F: A recusa injustificada reiterada de usar EPI pode levar à justa causa.;Verdadeiro. Constitui ato de indisciplina/insubordinação conforme art. 482, 'h' da CLT.
Qual a obrigação do empregador rural quanto ao combate ao assédio?;Adotar regras de conduta, procedimentos de denúncia e capacitação anual sobre violência, assédio, igualdade e diversidade.
Quem deve adotar medidas contra assédio no trabalho rural?;Empregadores rurais obrigados a constituir CIPATR.
O que é exploração industrial em estabelecimento rural?;Primeiro tratamento dos produtos agrários in natura sem transformar sua natureza (beneficiamento, preparo para venda).
O que é silvicultura?;Cultivo de árvores.
O que é aquicultura?;Criação de organismos aquáticos (rãs, peixes, ostras, trutas etc.).
Qual Anexo da NR-12 se aplica ao trabalho rural?;Anexo XI da NR-12, publicado pela Portaria SIT 197/2010 e alterações.
O que é atomizador mecanizado tracionado?;Implemento agrícola acoplado a trator que pulveriza agrotóxicos por corrente de ar de grande velocidade.
V ou F: O protetor solar é considerado EPI na NR-31.;Não exatamente. É classificado como dispositivo de proteção pessoal, disponibilizado em dispensador coletivo, com uso facultativo.
O que é cultivo protegido?;Técnica que controla variáveis climáticas (temperatura, umidade, radiação, vento), como em estufas.
V ou F: Atividades de armazenamento de grãos se enquadram na NR-31.;Discutível. Segundo o texto de referência, não se enquadram como atividades agroeconômicas nem exploração industrial (Decreto 10.854/2021).
O que é assento instrucional em máquina autopropelida?;Assento projetado exclusivamente para fins de treinamento.
Qual Portaria deu nova redação à NR-31?;Portaria SEPRT 22.677/2020.
