front;back
V ou F: A NR-32 é norma setorial.;Verdadeiro. Classificada como norma setorial pela Portaria 672/2021.
V ou F: A NR-13 pode se aplicar em serviços de saúde.;Verdadeiro. Vasos de pressão (reservatórios de gases, autoclaves) e caldeiras são comuns em hospitais.
O que a NR-32 determina sobre o PGR e identificação de perigos?;Deve conter identificação dos agentes biológicos mais prováveis, considerando perfil epidemiológico da região e do serviço.
O que é prevenção reativa na NR-32?;Quando a análise de acidentes/incidentes identifica ineficácia das medidas do PGR, exigindo reavaliação e alteração do documento.
Quais aspectos devem ser considerados na avaliação do local de trabalho (NR-32)?;Finalidade do local, organização e procedimentos, possibilidade de exposição, atividades e funções, medidas preventivas aplicáveis.
V ou F: Hospitais de centros penitenciários são abrangidos pela NR-32.;Verdadeiro. Assim como navios-hospital e unidades móveis terrestres e aéreas.
Quais trabalhadores são mais expostos a riscos biológicos?;Profissionais de saúde, limpeza urbana, abatedouros, setor alimentício e lavanderia hospitalar.
Por que lavanderias hospitalares têm alto índice de acidentes?;Descarte inadequado de perfurocortantes (agulhas, lâminas) que chegam junto com enxovais, causando cortes e perfurações.
V ou F: Lava-olhos e chuveiros de emergência são EPCs nos serviços de saúde.;Falso. São medidas de primeiros socorros pós-exposição, não eliminam nem controlam o risco.
Qual o único EPI certificado (com CA) para proteção contra agentes biológicos?;Luvas. Outros dispositivos podem servir como barreira, mas sem certificação específica por CA.
O que é persistência do agente no ambiente?;Capacidade de o agente biológico permanecer viável no ambiente, mantendo possibilidade de causar doença.
V ou F: A higienização de vestimentas contaminadas é responsabilidade do trabalhador.;Falso. É responsabilidade do empregador quando são necessários procedimentos ou produtos diferentes dos de uso comum.
Quem pode ser abrangido pela NR-32 que não é profissional de saúde?;Segurança patrimonial, manutenção predial, limpeza, cozinha — qualquer trabalhador que exerça atividades na edificação de saúde.
O que é atividade agroeconômica?;Exploração agrícola, pecuária ou similar em propriedade rural, incluindo turismo rural ancilar.
O que são normas gerais e especiais segundo a Portaria 672/2021?;Gerais: aplicação ampla (ex: NR-1, NR-6). Especiais: tema específico sem setor (ex: NR-33, NR-35). Setoriais: setor específico (ex: NR-31, NR-32).
V ou F: Acupuntura é atividade abrangida pela NR-32.;Verdadeiro. Assim como terapias alternativas, podologia e parteiras.
V ou F: A NR-32 abrange fabricação de soros e vacinas.;Verdadeiro. É atividade relacionada a serviços de saúde humana.
Qual a diferença entre PGRTR e PGR?;PGRTR é específico para trabalho rural (NR-31), PGR é o programa geral da NR-1 para organizações urbanas.
Quais NRs de exames médicos se aplicam ao trabalho rural?;Somente os Anexos da NR-7, a NR-31 tem disposições próprias sobre exames médicos dos trabalhadores rurais.
V ou F: O empregador rural deve permitir que representante dos trabalhadores acompanhe a fiscalização.;Verdadeiro. Pode ser membro da CIPATR ou representante sindical.
V ou F: A NR-9 (avaliação de agentes) se aplica integralmente ao trabalho rural.;Falso. Somente os Anexos da NR-9 se aplicam, a NR-31 tem disposições próprias.
