front;back
Qual a base de cálculo do SESMT regionalizado?;O somatório dos trabalhadores atendidos por todos os estabelecimentos.
Quando deve ser constituído o SESMT estadual?;Quando nenhum estabelecimento individualmente se enquadra no Anexo II, mas o somatório de todos na mesma UF alcança os limites do Anexo.
V ou F: O SESMT regionalizado pode atender estabelecimentos em diferentes unidades da federação.;Falso. Deve atender estabelecimentos da mesma organização na mesma unidade da federação.
Quais requisitos simultâneos devem ser atendidos para constituir SESMT compartilhado?;Mesma atividade econômica, estabelecimentos no mesmo município ou limítrofes, enquadramento no Anexo II.
V ou F: O SESMT compartilhado exige que os estabelecimentos estejam na mesma unidade da federação.;Falso. Podem estar em municípios limítrofes de diferentes UFs.
Quem pode organizar o SESMT compartilhado?;As próprias organizações interessadas ou conforme acordo ou convenção coletiva de trabalho.
V ou F: Uma mesma organização pode constituir SESMT compartilhado para seus próprios estabelecimentos.;Verdadeiro, desde que sejam de mesma atividade econômica e em municípios limítrofes.
V ou F: Trabalhadores assistidos pelo SESMT compartilhado podem integrar a base de cálculo de outra modalidade de SESMT.;Falso. Cada trabalhador integra a base de cálculo de apenas um SESMT.
Quais são os dois critérios para o dimensionamento do SESMT?;Número de empregados da organização e o maior grau de risco entre a atividade principal e a preponderante.
O grau de risco varia em qual escala?;De 1 a 4, em ordem crescente de risco.
Qual grau de risco corresponde a atividades como administração pública e seguros?;Grau de Risco 1 (risco reduzido).
Qual grau de risco corresponde a atividades como mineração e fabricação de explosivos?;Grau de Risco 4 (risco elevado).
Onde se encontra a relação entre atividades econômicas e grau de risco?;No Anexo I da NR-4.
O que é a atividade econômica principal da empresa para fins da NR-4?;É aquela informada no cartão CNPJ, no campo 'Código e descrição da atividade econômica principal'.
O que é a CNAE?;Classificação Nacional da Atividade Econômica — código de 7 números que identifica a atividade da empresa.
O que é o Princípio da Primazia da Realidade aplicado ao SESMT?;O dimensionamento deve considerar a atividade efetivamente realizada, mesmo que diferente da registrada no CNPJ.
O que dispõe o Precedente Administrativo 70 do MTE sobre o SESMT?;O dimensionamento deve seguir o grau de risco da atividade efetivamente realizada, constatada em inspeção.
O que é a atividade econômica preponderante?;É aquela que ocupa o maior número de trabalhadores no estabelecimento.
Se a atividade principal e a preponderante têm o mesmo número de trabalhadores, qual prevalece?;Considera-se preponderante aquela com maior grau de risco.
O termo 'trabalhadores' na NR-4 inclui quem?;Empregados da organização e trabalhadores das prestadoras de serviço.
Quando os trabalhadores das contratadas entram na base de cálculo do SESMT da contratante?;Quando o trabalho é realizado de forma não eventual nas dependências da contratante ou local convencionado em contrato.
O que é trabalho eventual para fins da NR-4?;Aquele decorrente de evento futuro e incerto (ex.: instalação de ar condicionado, manutenção de rede).
Dê exemplos de trabalho NÃO eventual para fins da NR-4.;Prestação de serviços de limpeza e vigilância patrimonial.
Quando os trabalhadores das contratadas são EXCLUÍDOS da base de cálculo da contratante?;Quando já são assistidos pelo SESMT da própria contratada (que possui SESMT constituído).
V ou F: O dimensionamento do SESMT considera apenas os empregados diretos da organização.;Falso. Também considera trabalhadores das contratadas em trabalho não eventual.
V ou F: No SESMT regionalizado com graus de risco diversos, usa-se apenas o maior grau de risco.;A NR-4 determina considerar o somatório dos trabalhadores de todos os estabelecimentos atendidos.
Qual tratamento diferenciado existe para ME e EPP no SESMT regionalizado/estadual?;Para estabelecimentos de grau de risco 1 e 2 de ME/EPP, considera-se a metade do número de trabalhadores no somatório.
Canteiros de obras com menos de quantos trabalhadores não são considerados estabelecimentos?;Menos de 1.000 trabalhadores, desde que na mesma UF.
V ou F: Canteiros de obra com menos de 1.000 trabalhadores são considerados estabelecimentos para fins do SESMT.;Falso. São considerados integrantes da empresa de engenharia principal.
No caso de canteiros de obras, quais profissionais podem ficar centralizados?;Os de nível superior: Engenheiro de Segurança, Médico do Trabalho e Enfermeiro do Trabalho.
No caso de canteiros de obras, como é feito o dimensionamento dos profissionais de nível médio?;Por canteiro de obra ou frente de trabalho, conforme o Anexo II.
V ou F: Os profissionais de nível médio podem ficar centralizados em canteiros de obras.;Falso. O dimensionamento dos profissionais de nível médio deve ser feito por canteiro de obra ou frente de trabalho.
Para as empreiteiras, o que se considera 'estabelecimento' para fins da NR-4?;O local em que seus empregados estiverem exercendo suas atividades.
O que ocorre quando há contratação de trabalhadores por prazo determinado em organização com SESMT?;O SESMT deve ser complementado durante o período de aumento para atender ao Anexo II.
V ou F: O aumento temporário de empregados por prazo determinado não altera o dimensionamento do SESMT.;Falso. O SESMT deve ser complementado durante o período de aumento.
No Anexo II, qual a primeira faixa de trabalhadores para dimensionamento?;50 a 100 trabalhadores.
Uma empresa de grau de risco 3 com 90 empregados é obrigada a constituir SESMT?;Não. A faixa mínima para grau de risco 3 no Anexo II começa em 50 a 100, mas para GR3 a obrigação inicia com 1 TST a partir de 50.
Uma empresa de grau de risco 3 com 501 empregados é obrigada a constituir SESMT?;Sim. A faixa 501 a 1000 para GR3 exige a constituição do SESMT.
O que significa o asterisco (*) no Anexo II do SESMT?;Tempo parcial — mínimo de 3 horas.
O que significa (***) no Anexo II do SESMT?;O empregador pode contratar Enfermeiro do Trabalho em tempo parcial em substituição ao Auxiliar/Técnico de Enfermagem do Trabalho.
Qual regra especial existe para hospitais e estabelecimentos de saúde no dimensionamento do SESMT?;Devem contratar Enfermeiro do Trabalho em tempo integral quando possuírem mais de 500 trabalhadores.
V ou F: O Anexo I da NR-4 trata do dimensionamento do SESMT.;Falso. O Anexo I trata da classificação de atividades por grau de risco. O dimensionamento está no Anexo II.
Qual anexo da NR-4 apresenta os critérios de dimensionamento do SESMT?;Anexo II.
V ou F: Cada atividade econômica pode ter mais de um grau de risco associado.;Falso. Cada atividade está associada a um e somente um grau de risco.
Qual o significado de (**) no Anexo II do SESMT para empresas acima de 5.000 trabalhadores?;O dimensionamento total soma a faixa 3501-5000 com o dimensionamento de cada grupo de 4000 ou fração acima de 2000.
V ou F: O SESMT estadual pode atender estabelecimentos de diferentes unidades da federação.;Falso. Atende apenas estabelecimentos da mesma organização na mesma UF.
Qual princípio hermenêutico justifica a aplicação subsidiária da NR-4?;O princípio de afastamento da norma geral na existência de norma específica.
V ou F: Os profissionais do SESMT devem possuir formação e registro profissional conforme regulamentação da profissão.;Verdadeiro.
Para fins do dimensionamento, qual grau de risco é utilizado quando a atividade principal tem GR 2 e a preponderante tem GR 3?;O maior grau de risco: GR 3.
V ou F: Se a atividade principal tem GR 4 e a preponderante tem GR 2, usa-se GR 2 para o dimensionamento.;Falso. Usa-se o maior grau de risco (GR 4).
V ou F: O SESMT compartilhado pode ser estendido a estabelecimentos que não se enquadrem no Anexo II.;Verdadeiro. Neste caso, a base de cálculo é o somatório dos trabalhadores assistidos.
Quantos profissionais diferentes compõem o SESMT no total?;5 categorias: Engenheiro de Segurança, Médico do Trabalho, Enfermeiro do Trabalho, Técnico de Segurança e Auxiliar/Técnico de Enfermagem do Trabalho.
V ou F: O SESMT é um serviço especializado, o que exige que seus membros sejam qualificados.;Verdadeiro.
V ou F: A organização pode constituir mais de um SESMT regionalizado.;Verdadeiro, caso possua mais de um estabelecimento que se enquadre no Anexo II e outros que não se enquadrem.
No SESMT compartilhado, as organizações precisam ser de qual tipo de atividade?;Da mesma atividade econômica.
V ou F: O SESMT compartilhado só pode ser constituído por organizações diferentes entre si.;Falso. Uma mesma organização pode constituí-lo para seus estabelecimentos de mesma atividade em municípios limítrofes de UFs diferentes.
O que define o enquadramento de um estabelecimento no Anexo II?;O cruzamento entre o grau de risco e o número de trabalhadores.
V ou F: Trabalhadores por prazo determinado são desconsiderados no dimensionamento do SESMT.;Falso. Se o aumento atinge nova faixa do Anexo II, o SESMT deve ser complementado no período.
Qual a diferença entre SESMT regionalizado e SESMT estadual?;No regionalizado, pelo menos um estabelecimento se enquadra no Anexo II. No estadual, nenhum se enquadra individualmente, mas o somatório de todos na UF alcança os limites.
V ou F: Um mesmo trabalhador pode integrar a base de cálculo de dois SESMTs distintos.;Falso. Cada trabalhador integra a base de cálculo de apenas um SESMT.
Quais são as faixas de trabalhadores previstas no Anexo II?;50-100, 101-250, 251-500, 501-1000, 1001-2000, 2001-3500, 3501-5000 e acima de 5000.
V ou F: Empresa de grau de risco 1 com 50 empregados já é obrigada a constituir SESMT.;Falso. Para GR1, a primeira faixa com obrigação no Anexo II começa com número maior de empregados.
O 'tempo parcial' indicado por (*) no Anexo II corresponde a qual carga horária mínima?;Mínimo de 3 horas.
V ou F: O Enfermeiro do Trabalho pode substituir o Auxiliar/Técnico de Enfermagem do Trabalho em tempo parcial.;Verdadeiro. Conforme a nota (***) do Anexo II, o empregador pode optar por essa substituição.
V ou F: A NR-4 se aplica somente a empresas privadas.;Falso. Aplica-se também a órgãos públicos da administração direta e indireta com empregados celetistas.
O que acontece se a atividade do CNPJ não corresponde à realidade da empresa?;O AFT deve considerar a atividade efetivamente realizada (Princípio da Primazia da Realidade).
V ou F: O SESMT deve ser constituído obrigatoriamente para cada filial da empresa.;Não necessariamente. Depende do enquadramento de cada estabelecimento nos critérios do Anexo II.
Qual a regra geral sobre a localização do SESMT em relação aos estabelecimentos atendidos?;O SESMT deve atender estabelecimentos da mesma organização na mesma UF (exceto no compartilhado, que admite UFs diferentes em municípios limítrofes).
V ou F: Limpeza de caixa d'água é trabalho não eventual para fins da NR-4.;Falso. É exemplo de trabalho eventual (evento futuro e incerto).
V ou F: Vigilância patrimonial é trabalho eventual para fins da NR-4.;Falso. É exemplo de trabalho não eventual.
A empresa de engenharia com vários canteiros de obra deve organizar os SESMTs de que forma?;Cabe à empresa principal organizar, podendo centralizar profissionais de nível superior e dimensionar os de nível médio por canteiro.
Qual o requisito para que canteiros de obra não sejam considerados estabelecimentos?;Ter menos de 1.000 trabalhadores e estar na mesma UF da empresa principal.
V ou F: O SESMT pode ser constituído somente nas modalidades individual e compartilhado.;Falso. São 4 modalidades: individual, regionalizado, estadual e compartilhado.
V ou F: O acordo ou convenção coletiva pode definir a forma do SESMT compartilhado.;Verdadeiro.
V ou F: A NR-4 estabelece grau mínimo de exigibilidade para fins de auditoria.;Verdadeiro. A norma fixa o mínimo, a organização pode ir além.
V ou F: Para GR1 e GR2, a primeira obrigação de profissionais do SESMT no Anexo II começa na mesma faixa de trabalhadores.;Falso. As faixas iniciais variam conforme o grau de risco — quanto maior o GR, menor o número de empregados necessário para a obrigação.
No dimensionamento para acima de 5.000 trabalhadores, qual o grupo adicional considerado?;Cada grupo de 4.000 ou fração acima de 2.000.
V ou F: A NR-4 permite que o SESMT compartilhado atenda organizações de atividades econômicas diferentes.;Falso. Exige mesma atividade econômica.
V ou F: Hospitais com mais de 500 trabalhadores devem contratar Enfermeiro do Trabalho em tempo integral.;Verdadeiro. Inclui ambulatórios, maternidades, casas de saúde e clínicas similares.
V ou F: A base de cálculo do SESMT individualé o total de trabalhadores da organização inteira.;Falso. É o total de trabalhadores do estabelecimento específico.
V ou F: O SESMT deve garantir assistência a todos os canteiros de obras e frentes de trabalho da organização.;Verdadeiro. A organização deve garantir que o SESMT atenda todos eles.
